TableName,ColumnName,DomainName,Description,DataType,
LAB_METHODS,21Dd,,"KCl Extractable sulfur after ox - sulfate, ion chromatography",FLOAT,
LAB_METHODS,21De,,"1M KCL,1:20,after ox.,ICP",FLOAT,
LAB_METHODS,21Df,,KCl Extractable sulfur after ox - automated turbidmetric,FLOAT,
LAB_METHODS,21Dg,,"KCl Extractable sulfur after ox - sulfate, indirect, barium remaining by AAS",FLOAT,
LAB_METHODS,21E,,Peroxide oxidisable S - 21D minus 21C,FLOAT,
LAB_METHODS,21Ee,,Peroxide oxidisable S - 21De minus 21Ce,FLOAT,
LAB_METHODS,21F,,Total Actual Acidity (TAA) in 1M KCl titrated to pH 5.5,FLOAT,
LAB_METHODS,21G,,Total Potential Acidity (TPA) in 1M KCl peroxide digestion titrated to pH 5.5,FLOAT,
LAB_METHODS,21H,,Total Sulfidic Acidity (TSA) - 21G minus 21F,FLOAT,
LAB_METHODS,21J,,TAA - calculated as equivalent pyrite S%,FLOAT,
LAB_METHODS,21K,,TPA -calculated as equivalent pyrite S%,FLOAT,
LAB_METHODS,21L,,TSA - calculated as equivalent pyrite S%,FLOAT,
LAB_METHODS,21M,,Na extracted in 1M KCl (TAA),FLOAT,
LAB_METHODS,21Ms,,"Sodium, before ox. - ICPAES",FLOAT,
LAB_METHODS,21Mt,,"Sodium, before ox. - atomic absorption (AAS)",FLOAT,
LAB_METHODS,21Mu,,"Sodium, before ox. - flame emission",FLOAT,
LAB_METHODS,21N,,Na in peroxide digest (TPA),FLOAT,
LAB_METHODS,21Ns,,"Sodium, after ox. - ICPAES",FLOAT,
LAB_METHODS,21Nt,,"Sodium, after ox. - atomic absorption (AAS)",FLOAT,
LAB_METHODS,21Nu,,"Sodium, after ox. - flame emission",FLOAT,
LAB_METHODS,21P,,Na difference (21N minus 21M),FLOAT,
LAB_METHODS,21Ps,,Na difference (21Ns minus 21Ms)  - ICPAES,FLOAT,
LAB_METHODS,21Q,,Quick residual neutralising capacity,FLOAT,
LAB_METHODS,21R,,"Quick residual neutralising capacity (21Q), calculated as equivalent S%",FLOAT,
LAB_METHODS,21S,,Mg extracted in 1M KCl (TAA),FLOAT,
LAB_METHODS,21Sm,,"Magnesium, before ox. - ICPAES",FLOAT,
LAB_METHODS,21Sn,,"Magnesium, before ox. - atomic absorption (AAS)",FLOAT,
LAB_METHODS,21Sp,,"Magnesium, before ox. - titration EDTA",FLOAT,
LAB_METHODS,21T,,Mg in peroxide digest (TPA),FLOAT,
LAB_METHODS,21Tm,,"Magnesium, after ox. - ICPAES",FLOAT,
LAB_METHODS,21Tn,,"Magnesium, after ox. - atomic absorption (AAS)",FLOAT,
LAB_METHODS,21Tp,,"Magnesium, after ox.  - titration EDTA",FLOAT,
LAB_METHODS,21U,,Mg reacted with acid generated by peroxide digestion (21T minus 21S),FLOAT,
LAB_METHODS,21Um,,Mg reacted with acid generated by peroxide digestion (21Tm minus 21Sm) - ICPAES,FLOAT,
LAB_METHODS,21V,,Ca extracted in 1M KCl (TAA),FLOAT,
LAB_METHODS,21Vh,,"Calcium, before ox. - ICPAES",FLOAT,
LAB_METHODS,21Vj,,"Calcium, before ox. - atomic absorption (AAS)",FLOAT,
LAB_METHODS,21Vk,,"Calcium, before ox.  - titration EDTA",FLOAT,
LAB_METHODS,21W,,Ca in peroxide digest (TPA),FLOAT,
LAB_METHODS,21Wh,,"Calcium, after ox. - ICPAES",FLOAT,
LAB_METHODS,21Wj,,"Calcium, after ox. - atomic absorption (AAS)",FLOAT,
LAB_METHODS,21Wk,,"Calcium, after ox. - titration EDTA",FLOAT,
LAB_METHODS,21X,,Ca reacted with acid generated by peroxide digestion (21W minus 21V),FLOAT,
LAB_METHODS,21Xh,,Ca reacted with acid generated by peroxide digestion (21Wh minus 21Vh) - ICPAES,FLOAT,
LAB_METHODS,22A,,"Sulfur, Acid Volitile",FLOAT,
LAB_METHODS,22B,,Chromium Reducible Sulfur,FLOAT,
LAB_METHODS,23A,,"pH of 1:40 1M KCl suspension 4h shake, overnight stand (TAA)",FLOAT,
LAB_METHODS,23A1,,Tri-Acid Digest (Heavy metal) AAS hydride,FLOAT,
LAB_METHODS,23Af,,pH done in field on saturated soil sample using pH probe,FLOAT,
LAB_METHODS,23B,,pH of  1:25 suspension after peroxide digestion,FLOAT,
LAB_METHODS,23Bf,,pH done in field of 30% peroxide reaction,FLOAT,
LAB_METHODS,23C,,KCl Extractable sulfur before ox,FLOAT,
LAB_METHODS,23Ca,,"KCl Extractable sulfur before ox - sulfate, turbidmetric",FLOAT,
LAB_METHODS,23Cb,,"KCl Extractable sulfur before ox - sulfate, gravimetric",FLOAT,
LAB_METHODS,23Cc,,"KCl Extractable sulfur before ox - sulfate, automated colour",FLOAT,
LAB_METHODS,23Cd,,"KCl Extractable sulfur before ox - sulfate, ion chromatography",FLOAT,
LAB_METHODS,23Ce,,KCl Extractable sulfur before ox - ICPAES,FLOAT,
LAB_METHODS,23Cf,,KCl Extractable sulfur before ox - automated turbidmetric,FLOAT,
LAB_METHODS,23Cg,,"KCl Extractable sulfur before ox - sulfate, indirect, barium remaining by AAS",FLOAT,
LAB_METHODS,23D,,KCl Extractable sulfur after ox - sulfate,FLOAT,
LAB_METHODS,23Da,,"KCl Extractable sulfur after ox - sulfate, turbidmetric",FLOAT,
LAB_METHODS,23Db,,"KCl Extractable sulfur after ox - sulfate, gravimetric",FLOAT,
LAB_METHODS,23Dc,,"KCl Extractable sulfur after ox - sulfate, automated colour",FLOAT,
LAB_METHODS,23Dd,,"KCl Extractable sulfur after ox - sulfate, ion chromatography",FLOAT,
LAB_METHODS,23De,,KCl Extractable sulfur after ox - ICPAES,FLOAT,
LAB_METHODS,23Df,,KCl Extractable sulfur after ox - automated turbidmetric,FLOAT,
LAB_METHODS,23Dg,,"KCl Extractable sulfur after ox - sulfate, indirect, barium remaining by AAS",FLOAT,
LAB_METHODS,23E,,Peroxide oxidisable S - 21D minus 21C,FLOAT,
LAB_METHODS,23Ee,,Peroxide oxidisable S - 21D minus 21C- ICPAES,FLOAT,
LAB_METHODS,23F,,Titratable Actual Acidity (TAA) in 1M KCl titrated to pH 6.5,FLOAT,
LAB_METHODS,23G,,Titratable Peroxide Acidity (TPA) in 1M KCl peroxide digestion titrated to pH 6.5,FLOAT,
LAB_METHODS,23H,,Titratable Sulfidic Acidity (TSA) - 23G minus 23F,FLOAT,
LAB_METHODS,23Q,,Excess Acid Neutralising Capacity Back Tit to pH 4.0 minus TPA tit to pH  6.5,FLOAT,
LAB_METHODS,23R,,Residual acid extractable S after peroxide,FLOAT,
LAB_METHODS,23Re,,Residual acid extractable S after peroxide -ICP,FLOAT,
LAB_METHODS,23S,,"Magnesium extracted in 1M KCl, after TAA Titration",FLOAT,
LAB_METHODS,23Sm,,"Magnesium extracted in 1M KCl, after TAA Titration - ICPAES",FLOAT,
LAB_METHODS,23Sn,,"Magnesium extracted in 1M KCl, after TAA Titration - atomic absorption (AAS)",FLOAT,
LAB_METHODS,23Sp,,"Magnesium extracted in 1M KCl, after TAA Titration - titration EDTA",FLOAT,
LAB_METHODS,23T,,Magnesium in peroxide digest (after TPA digestion and titration),FLOAT,
LAB_METHODS,23Tm,,Magnesium in peroxide digest (after TPA digestion and titration) - ICPAES,FLOAT,
LAB_METHODS,23Tn,,Magnesium in peroxide digest (after TPA digestion and titration) - atomic absorption (AAS),FLOAT,
LAB_METHODS,23Tp,,Magnesium in peroxide digest (after TPA digestion and titration) - titration EDTA,FLOAT,
LAB_METHODS,23U,,Magnesium reacted with acid generated by peroxide digest (23T minus 23S),FLOAT,
LAB_METHODS,23Um,,Magnesium reacted with acid generated by peroxide digest (23Tm minus 23Sm) - ICPAES,FLOAT,
LAB_METHODS,23V,,"Calcium extracted in 1M KCl, after TAA Titration",FLOAT,
LAB_METHODS,23Vh,,"Calcium extracted in 1M KCl, after TAA Titration - ICPAES",FLOAT,
LAB_METHODS,23Vj,,"Calcium extracted in 1M KCl, after TAA Titration - atomic absorption (AAS)",FLOAT,
LAB_METHODS,23Vk,,"Calcium extracted in 1M KCl, after TAA Titration - titration EDTA",FLOAT,
LAB_METHODS,23W,,Calcium in peroxide digest (after TPA digestion and titration),FLOAT,
LAB_METHODS,23Wh,,Calcium in peroxide digest (after TPA digestion and titration)- ICPAES,FLOAT,
LAB_METHODS,23Wj,,Calcium in peroxide digest (after TPA digestion and titration) - atomic absorption (AAS),FLOAT,
LAB_METHODS,23Wk,,Calcium in peroxide digest (after TPA digestion and titration) - titration EDTA,FLOAT,
LAB_METHODS,23X,,Calcium reacted with acid generated by peroxide digest (23W minus 23V),FLOAT,
LAB_METHODS,23Xh,,Calcium reacted with acid generated by peroxide digest (23Wh minus 23Vh) - ICPAES,FLOAT,
LAB_METHODS,2A1,,Air-dry moisture content,FLOAT,
LAB_METHODS,2A1_MQ01,,Air dry moisture - MIR QLD Calibration 1,FLOAT,
LAB_METHODS,2A1_MQ02,,Air dry moisture,FLOAT,
LAB_METHODS,2B1,,As received moisture content,FLOAT,
LAB_METHODS,2C1,,Moisture content - 10 mm tension,FLOAT,
LAB_METHODS,2D1,,Moisture content - approximate saturation paste,FLOAT,
LAB_METHODS,2.00E+01,,"15 Bar, pressure plate",FLOAT,
LAB_METHODS,2E1_MQ01,,15 bar moisture - MIR QLD Calibration 1,FLOAT,
LAB_METHODS,2E1_MQ02,,15 Bar moisture,FLOAT,
LAB_METHODS,2.00E+02,,"1/3 Bar, pressure plate",FLOAT,
LAB_METHODS,2.00E+03,,"1/10 Bar, pressure plate",FLOAT,
LAB_METHODS,2.00E+04,,"1 Bar, pressure plate",FLOAT,
LAB_METHODS,2Y1,,Available water capacity - calc (diff 2E2 and 2E1),FLOAT,
LAB_METHODS,2Y2,,PAWC,FLOAT,
LAB_METHODS,2Z1_R1,,Aqu. Silt+Clay/Total Silt+Clay,FLOAT,
LAB_METHODS,2Z1_R2,,Dispersion ratio,FLOAT,
LAB_METHODS,2Z2_Clay,,Clay fraction,FLOAT,
LAB_METHODS,2Z2_Clay_C,,Clay (%) - Coventry and Fett pipette method,FLOAT,
LAB_METHODS,2Z2_Clay_M,,Clay - MIR QLD Calibration 1,FLOAT,
LAB_METHODS,2Z2_Clay_N,,Clay (%) - Not recorded,FLOAT,
LAB_METHODS,2Z2_Clay_P,,Clay (%) - Plummet balance,FLOAT,
LAB_METHODS,2Z2_CS,,Coarse sand fraction,FLOAT,
LAB_METHODS,2Z2_CS_CF,,Coarse sand (%) - Coventry and Fett pipette method,FLOAT,
LAB_METHODS,2Z2_CS_NR,,Coarse sand (%) - Not recorded,FLOAT,
LAB_METHODS,2Z2_CS_PB,,Coarse sand (%) - Plummet balance,FLOAT,
LAB_METHODS,2Z2_FS,,Fine sand fraction,FLOAT,
LAB_METHODS,2Z2_FS_CF,,Fine sand (%) - Coventry and Fett pipette method,FLOAT,
LAB_METHODS,2Z2_FS_NR,,Fine sand (%) - Not recorded,FLOAT,
LAB_METHODS,2Z2_FS_PB,,Fine sand (%) - Plummet balance,FLOAT,
LAB_METHODS,2Z2_Grav,,Gravel (%),FLOAT,
LAB_METHODS,2Z2_Silt,,Silt fraction,FLOAT,
LAB_METHODS,2Z2_Silt_C,,Silt (%) - Coventry and Fett pipette method,FLOAT,
LAB_METHODS,2Z2_Silt_M,,Silt - MIR QLD Calibration 1,FLOAT,
LAB_METHODS,2Z2_Silt_N,,Silt (%) - Not recorded,FLOAT,
LAB_METHODS,2Z2_Silt_P,,Silt (%) - Plummet balance,FLOAT,
LAB_METHODS,2Z2_TotSan,,Total sand - MIR QLD Calibration 1,FLOAT,
LAB_METHODS,2Z3,,Bulk Density,FLOAT,
LAB_METHODS,2Z3_CS,,CS,FLOAT,
LAB_METHODS,2Z3_FS,,FS,FLOAT,
LAB_METHODS,3_C_B,,Electrical conductivity or soluble salts - Total soluble salts %,FLOAT,
LAB_METHODS,3_NR,,Electrical conductivity or soluble salts - Not recorded,FLOAT,
LAB_METHODS,3A_C_2.5,,EC of 1:2.5 soil/water extract,FLOAT,
LAB_METHODS,3A_TSS,,Electrical conductivity or soluble salts - Total soluble salts %,FLOAT,
LAB_METHODS,3A1,,EC of 1:5 soil/water extract,FLOAT,
LAB_METHODS,3B1,,Estimation of soluble salt concentration,FLOAT,
LAB_METHODS,3C1,,Estimation of soil ionic strength,FLOAT,
LAB_METHODS,3D1,,Redox potential (Eh; field),FLOAT,
LAB_METHODS,4_NR,,pH of soil - Not recorded,FLOAT,
LAB_METHODS,4A_C_1,,pH of soil - pH of 1:1 soil/water suspension,FLOAT,
LAB_METHODS,4A_C_2.5,,pH of soil - pH of 1:2.5 soil/water suspension,FLOAT,
LAB_METHODS,4A1,,pH of 1:5 soil/water suspension,FLOAT,
LAB_METHODS,4A1_MQ01,,pH aqueous - MIR QLD Calibration 1,FLOAT,
LAB_METHODS,4A1_MQ02,,pH aqueous,FLOAT,
LAB_METHODS,4B_AL,,,FLOAT,
LAB_METHODS,4B_AL_NR,,,FLOAT,
LAB_METHODS,4B_C_2.5,,pH of soil - pH of 1:2.5 Soil/0.1M CaCl2 suspension,FLOAT,
LAB_METHODS,4B1,,pH of 1:5 soil/0.01M calcium chloride extract - direct,FLOAT,
LAB_METHODS,4B2,,pH of 1:5 soil/0.01M calcium chloride extract - following Method 4A1,FLOAT,
LAB_METHODS,4C_C_1,,pH of 1:1 soil/1M potassium chloride suspension,FLOAT,
LAB_METHODS,4C1,,pH of 1:5 soil/1M potassium chloride extract - direct,FLOAT,
LAB_METHODS,4C2,,pH of 1:5 soil/1M potassium chloride extract - following Method 4A1,FLOAT,
LAB_METHODS,4D1,,pH of sodium fluoride suspension,FLOAT,
LAB_METHODS,4.00E+01,,pH of hydrogen peroxide extract,FLOAT,
LAB_METHODS,4F1,,pH change,FLOAT,
LAB_METHODS,4G_NR,,,FLOAT,
LAB_METHODS,4G1,,Field determination of pH,FLOAT,
LAB_METHODS,5_C_B,,Water soluble Chloride - Method recorded as B,FLOAT,
LAB_METHODS,5_NR,,Water soluble Chloride - Cl(%) - Not recordede,FLOAT,
LAB_METHODS,503.01a,,Bulk Density of small intact soil core (see report ERA2004-01),FLOAT,
LAB_METHODS,503.05a,,Bulk Density fine earth + gravel (see report ERA2004-01),FLOAT,
LAB_METHODS,503.08a,,Bulk Density fine earth only (see report ERA2004-01),FLOAT,
LAB_METHODS,5A_C_2.5,,Chloride - 1:2.5 soil/water extract,FLOAT,
LAB_METHODS,5A1,,"Chloride - 1:5 soil/water extract, potentiometric titration",FLOAT,
LAB_METHODS,5A2,,"Chloride - 1:5 soil/water extract, automated colour",FLOAT,
LAB_METHODS,5A2a,,"Chloride - 1:5 soil/water extract, automated colour",FLOAT,
LAB_METHODS,5A2b,,"Chloride - 1:5 soil/water extract, FIA",FLOAT,
LAB_METHODS,5A3a,,"Chloride - 1:5 soil/water extract, ion chromatography (chemical suppression of eluent conductivity)",FLOAT,
LAB_METHODS,5A3b,,"Chloride - 1:5 soil/water extract, ion chromatography (single column with electronic suppression of eluent conductivity)",FLOAT,
LAB_METHODS,5A4,,"Chloride - 1:5 soil/water extract, ICPAES",FLOAT,
LAB_METHODS,5M1_Ca/Mg,,Ca:Mg,FLOAT,
LAB_METHODS,5Z1,,Calculation based on chloride,FLOAT,
LAB_METHODS,6_DC,,Organic carbon (%) - Dry combustion,FLOAT,
LAB_METHODS,6A1,,Organic carbon - Walkley and Black,FLOAT,
LAB_METHODS,6A1_UC,,Organic carbon (%) - Uncorrected Walkley and Black method,FLOAT,
LAB_METHODS,6B1,,Total organic carbon - Heanes wet oxidation,FLOAT,
LAB_METHODS,6B2,,"Total organic carbon - high frequency induction furnace, volumetric",FLOAT,
LAB_METHODS,6B2a,,"Total organic carbon - high frequency induction furnace, volumetric (no soil pretreatment)",FLOAT,
LAB_METHODS,6B2b,,"Total organic carbon - high frequency induction furnace, infared/thermal (no soil pretreatment)",FLOAT,
LAB_METHODS,6B3,,"Total organic carbon - high frequency induction furnace, infrared",FLOAT,
LAB_METHODS,6B4,,Total organic carbon - infared diffuse reflectance spectroscopy,FLOAT,
LAB_METHODS,6B4a,,Total organic carbon - NIR reflectance spectroscopy,FLOAT,
LAB_METHODS,6B4b,,Total organic carbon - MIR reflectance spectroscopy,FLOAT,
LAB_METHODS,6B4b_MQ01,,Total organic carbon,FLOAT,
LAB_METHODS,6B4b_MQ02,,Total organic carbon,FLOAT,
LAB_METHODS,6B5,,"Total Organic Carbon, (2)",FLOAT,
LAB_METHODS,6C1,,Particulate organic C (POC),FLOAT,
LAB_METHODS,6D1,,Pyrophosphate-extractable carbon,FLOAT,
LAB_METHODS,6.00E+01,,Potassium permanganate oxidisable C (PPOC),FLOAT,
LAB_METHODS,6F1,,Charcoal-C,FLOAT,
LAB_METHODS,6G1,,"Total organic matter, organic C and carbonate by loss-on-ignition",FLOAT,
LAB_METHODS,6Z,,Organic carbon (%) - Not recorded,FLOAT,
LAB_METHODS,7_C_B,,Total Nitrogen - method description not recorded,FLOAT,
LAB_METHODS,7_NR,,Total nitrogen (%) - Not recorded,FLOAT,
LAB_METHODS,7A1,,"Total nitrogen - semimicro Kjeldahl, steam distillation",FLOAT,
LAB_METHODS,7A2,,"Total nitrogen - semimicro Kjeldahl , automated colour",FLOAT,
LAB_METHODS,7A2a,,"Total nitrogen - semimicro Kjeldahl , automated colour, continuous segmented flow",FLOAT,
LAB_METHODS,7A2b,,"Total nitrogen - semimicro Kjeldahl , automated colour, FIA",FLOAT,
LAB_METHODS,7A3,,Total nitrogen (where nitrate > 20 mg N kg-1) - steam distillation,FLOAT,
LAB_METHODS,7A4,,Total nitrogen (where nitrate > 20 mg N kg-1) - automated colour,FLOAT,
LAB_METHODS,7A5,,"Total nitrogen - high frequency induction furnace, thermal conductivity",FLOAT,
LAB_METHODS,7A6,,Total nitrogen - infared diffuse reflectance spectroscopy,FLOAT,
LAB_METHODS,7A6a,,Total nitrogen - NIR reflectance spectroscopy,FLOAT,
LAB_METHODS,7A6b,,Total nitrogen - MIR reflectance spectroscopy,FLOAT,
LAB_METHODS,7A6B_MQ01,,Total nitrogen - MIR QLD Calibration 1,FLOAT,
LAB_METHODS,7A6B_MQ02,,Total nitrogen,FLOAT,
LAB_METHODS,7A7,,"Total Nitrogen, (3)",FLOAT,
LAB_METHODS,7B1,,Water soluble nitrate - automated colour,FLOAT,
LAB_METHODS,7B1a,,"Water soluble nitrate - automated colour, continuous segmented flow",FLOAT,
LAB_METHODS,7B1b,,"Water soluble nitrate - automated colour, FIA",FLOAT,
LAB_METHODS,7B2,,Water soluble nitrate - ion chromatography,FLOAT,
LAB_METHODS,7C_CASO4,,CaSO4 extractable nitrate. O'Brien and Fiore (1962),FLOAT,
LAB_METHODS,7C1,,Mineral nitrogen with 2M KCl - steam distillation,FLOAT,
LAB_METHODS,7C1a,,"Ammonium-N, in presence or absence of nitrite",FLOAT,
LAB_METHODS,7C1b,,"(Nitrate+nitrite)-N, in presence of nitrite",FLOAT,
LAB_METHODS,7C1c,,"(Ammonium+nitrate+nitrite)-N, in presence of nitrite",FLOAT,
LAB_METHODS,7C1d,,"(Ammonium+nitrate)-N, in presence of nitrite",FLOAT,
LAB_METHODS,7C1e,,"Nitrate-N, in presence of nitrite",FLOAT,
LAB_METHODS,7C1f,,"Nitrate-N, in absence of nitrite",FLOAT,
LAB_METHODS,7C1g,,"(Ammonium+nitrate)-N, in absence of nitrite",FLOAT,
LAB_METHODS,7C1h,,Nitrite-N,FLOAT,
LAB_METHODS,7C2,,Mineral nitrogen with 2M KCl - automated colour,FLOAT,
LAB_METHODS,7C2_NH4,,"NH4-N - 2M KCl extractable,colorimetry",FLOAT,
LAB_METHODS,7C2_NO2,,"NO2-N - 2M KCl extractable,colorimetry",FLOAT,
LAB_METHODS,7C2_NO3,,"NO3-N - 2M KCl extractable,colorimetry",FLOAT,
LAB_METHODS,7C2a,,"Mineral nitrogen with 2M KCl - automated colour, continuous segmented flow",FLOAT,
LAB_METHODS,7C2b,,"Mineral nitrogen with 2M KCl - automated colour, FIA",FLOAT,
LAB_METHODS,7D1,,Nitrogen/Sulphur ratio,FLOAT,
LAB_METHODS,7D1a,,"Potentially mineralisable N, hot KCl extraction - automated colour, continuous segmented flow",FLOAT,
LAB_METHODS,7D1b,,"Potentially mineralisable N, hot KCl extraction - automated colour, FIA",FLOAT,
LAB_METHODS,7D1c,,"Potentially mineralisable N, hot KCl extraction - NIR diffuse reflectance spectroscopy",FLOAT,
LAB_METHODS,7D2a,,"Potentially mineralisable N, anerobic incubation - automated colour, continuous segmented flow",FLOAT,
LAB_METHODS,7D2b,,"Potentially mineralisable N, anerobic incubation - automated colour, FIA",FLOAT,
LAB_METHODS,8A1,,Total organic carbon/total nitrogen ratio,FLOAT,
LAB_METHODS,8B1,,Organic carbon - Walkley and Black/total nitrogen ratio,FLOAT,
LAB_METHODS,8C1,,Carbon/Sulphur ratio,FLOAT,
LAB_METHODS,9_E_NR,,,FLOAT,
LAB_METHODS,9_NR,,Available P (mg/kg) - Not recorded,FLOAT,
LAB_METHODS,9A_HCL,,Total element - P(%) - By boiling HCl,FLOAT,
LAB_METHODS,9A_HCLP2O5,,Total element - P(%) - By boiling HCl(P2O5),FLOAT,
LAB_METHODS,9A_HF+,,Total element - P(%) - HF/HCl04 Digest,FLOAT,
LAB_METHODS,9A_NR,,Total element - P(%) - Not recorded,FLOAT,
LAB_METHODS,9A_S14,,,FLOAT,
LAB_METHODS,9A1,,Total phosphorus - X-ray fluorescence,FLOAT,
LAB_METHODS,9A2,,Total phosphorus - sodium carbonate fusion,FLOAT,
LAB_METHODS,9A3,,"Total Phosphorus (ppm) - semimicro kjeldahl, automated colour",FLOAT,
LAB_METHODS,9A3a,,"Total Phosphorus (ppm) - semimicro kjeldahl, automated colour, FIA/continuous segmented flow",FLOAT,
LAB_METHODS,9A3b,,"Total Phosphorus (ppm) - semimicro kjeldahl, ICPAES",FLOAT,
LAB_METHODS,9B_9C,,Available P (mg/kg) - Bicarbonate P - 0.5M NaHCO3 extractable,FLOAT,
LAB_METHODS,9B_NR,,,FLOAT,
LAB_METHODS,9B1,,Bicarbonate-extractable phosphorus - manual colour,FLOAT,
LAB_METHODS,9B2,,Bicarbonate-extractable phosphorus - automated colour,FLOAT,
LAB_METHODS,9B2_COL,,Bicarbonate-extractable phosphorus - automated colour. Based on Colwell (1965). Method no longer recommended,FLOAT,
LAB_METHODS,9BUFF_0,,"Buffering Capacity by 0.01M CaCl2, solution of 0 ppm phosphorus added (CSIRO Div of Soil Tech Mem 63/1972)",FLOAT,
LAB_METHODS,9BUFF_0.5,,"Buffering Capacity by 0.01M CaCl2, solution of 0.5 ppm phosphorus added (CSIRO Div of Soil Tech Mem 63/1972)",FLOAT,
LAB_METHODS,9BUFF_1,,"Buffering Capacity by 0.01M CaCl2, solution of 1 ppm phosphorus added (CSIRO Div of Soil Tech Mem 63/1972)",FLOAT,
LAB_METHODS,9BUFF_2,,"Buffering Capacity by 0.01M CaCl2, solution of 2 ppm phosphorus added (CSIRO Div of Soil Tech Mem 63/1972)",FLOAT,
LAB_METHODS,9BUFF_4,,"Buffering Capacity by 0.01M CaCl2, solution of 4 ppm phosphorus added (CSIRO Div of Soil Tech Mem 63/1972)",FLOAT,
LAB_METHODS,9C1,,Olsen-extractable phosphorus - manual colour,FLOAT,
LAB_METHODS,9C2,,Olsen-extractable phosphorus - automated colour,FLOAT,
LAB_METHODS,9D1,,Lactate-extractable phosphorus - manual colour,FLOAT,
LAB_METHODS,9D2,,Lactate-extractable phosphorus - automated colour,FLOAT,
LAB_METHODS,9E,,Fluoride-extractable phosphorus (Bray 1-P),FLOAT,
LAB_METHODS,9.00E+01,,Fluoride-extractable phosphorus (Bray 1-P) - manual colour,FLOAT,
LAB_METHODS,9.00E+02,,Fluoride-extractable phosphorus (Bray 1-P) - automated colour,FLOAT,
LAB_METHODS,9F1,,Calcium chloride-extractable phosphorus - manual colour,FLOAT,
LAB_METHODS,9F2,,Calcium chloride-extractable phosphorus - automated colour,FLOAT,
LAB_METHODS,9G_BSES,,Available P (mg/kg) - Acid P - 0.005M H2SO4 (BSES),FLOAT,
LAB_METHODS,9G1,,Acid-extractable phosphorus - manual colour,FLOAT,
LAB_METHODS,9G2,,Acid-extractable phosphorus - automated colour,FLOAT,
LAB_METHODS,9H_NR,,Posphate retention % - Not recorded,FLOAT,
LAB_METHODS,9H1,,Anion storage capacity,FLOAT,
LAB_METHODS,9I1,,Phosphate sorption index,FLOAT,
LAB_METHODS,9I2,,Phosphorus buffer index (Colwell),FLOAT,
LAB_METHODS,9I2a,,P buffer index - PBI (+ColP) - Murphy and Riley,FLOAT,
LAB_METHODS,9I2b,,P buffer index - PBI (+ColP) - ICPAES,FLOAT,
LAB_METHODS,9I2c,,P buffer index - PBI (+ColP) - Vanadate,FLOAT,
LAB_METHODS,9I3,,PBI,FLOAT,
LAB_METHODS,9I3a,,P buffer index - PBI (+OlsenP) - Murphy and Riley,FLOAT,
LAB_METHODS,9I3b,,P buffer index - PBI (+OlsenP) - ICPAES,FLOAT,
LAB_METHODS,9I3c,,P buffer index - PBI (+OlsenP) - Vanadate,FLOAT,
LAB_METHODS,9I4,,Phosphorus buffer index (unadjusted),FLOAT,
LAB_METHODS,9I4a,,P buffer index - PBI (unadj) - Murphy and Riley,FLOAT,
LAB_METHODS,9I4b,,P buffer index - PBI (unadj) - ICPAES,FLOAT,
LAB_METHODS,9I4c,,P buffer index - PBI (unadj) - Vanadate,FLOAT,
LAB_METHODS,9J1,,Phosphate sorption curve - manual colour,FLOAT,
LAB_METHODS,9J1_EPC,,Equilibrium P concentration - manual colour,FLOAT,
LAB_METHODS,9J1_P,,Phosphate sorption curve - manual colour,FLOAT,
LAB_METHODS,9J1_PBC,,Phosphorus buffer capacity - manual colour,FLOAT,
LAB_METHODS,9J2,,Phosphate sorption curve - automated colour,FLOAT,
LAB_METHODS,9J2_EPC,,Equilibrium P concentration - automated colour,FLOAT,
LAB_METHODS,9J2_P,,Phosphate sorption curve - automated colour,FLOAT,
LAB_METHODS,9J2_PBC,,Phosphorus buffer capacity - automated colour,FLOAT,
LAB_METHODS,9K1a,,Mehlich 3-P saturation ratio - colorimetric estimate of P,FLOAT,
LAB_METHODS,9K1b,,Mehlich 3-P saturation ratio - ICPAES estimate of P,FLOAT,
LAB_METHODS,9K2,,Colwell-P/PBI(+ColP) ratio,FLOAT,
LAB_METHODS,9M,,Available P (mg/kg) - Mehlich P,FLOAT,
LAB_METHODS,9R1,,Resin extractable phosphorus - automated colour (CSIRO Div of Soil Tech Mem 63/1972),FLOAT,
LAB_METHODS,a-23E,,Peroxide oxidisable S calculated as equalivent acidity units,FLOAT,
LAB_METHODS,a-23Q,,Excess Acid Neutralising Capacity calculated as equilavent acid neutralising units.,FLOAT,
LAB_METHODS,a-23R,,Residual acid extractable S after peroxide expressed in equivalent acidity units,FLOAT,
LAB_METHODS,a-23U,,Magnesium reacted calculated as equilavent acid neutralising units.,FLOAT,
LAB_METHODS,a-23Um,,Magnesium reacted calculated as equilavent acid neutralising units.- ICPAES,FLOAT,
LAB_METHODS,a-23X,,Calcium reacted calaulated as equilavent acid neutralising units.,FLOAT,
LAB_METHODS,a-23Xh,,Calcium reacted calaulated as equilavent acid neutralising units. - ICPAES,FLOAT,
LAB_METHODS,M1a,,Sodium absorption ratio (SAR),FLOAT,
LAB_METHODS,MIN_EC,,Exchange Capacity - Minerology,FLOAT,
LAB_METHODS,MIN_NR_K2O,,Kaolin minerals,FLOAT,
LAB_METHODS,P10_1m2m,,,FLOAT,
LAB_METHODS,P10_20_100,,,FLOAT,
LAB_METHODS,P10_20_75,,,FLOAT,
LAB_METHODS,P10_20_75a,,,FLOAT,
